               shop_ref               |     d      |    type    | direction | cnt  | amount_minor 
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-07-28 | fee        | in        |   14 |        91198
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-07-28 | fee        | out       |  637 |      4345916
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-07-28 | other      | out       |   49 |      7872484
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-07-28 | refund     | out       |    6 |      5925300
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-07-28 | sale       | in        |  107 |     32494500
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-07-29 | bonus      | in        |  229 |     11446309
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-07-29 | bonus      | out       |    9 |       615729
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-07-29 | commission | in        |    5 |       340995
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-07-29 | commission | out       |  124 |      6131818
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-07-29 | fee        | in        |    9 |        32826
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-07-29 | fee        | out       |  673 |      5339856
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-07-29 | other      | out       |   51 |      7673486
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-07-29 | refund     | out       |    5 |      2273300
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-07-29 | sale       | in        |  124 |     41220800
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-07-30 | bonus      | in        |  234 |     10943133
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-07-30 | bonus      | out       |   10 |       430314
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-07-30 | commission | in        |    5 |       237810
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-07-30 | commission | out       |  127 |      5824790
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-07-30 | fee        | in        |   15 |        74655
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-07-30 | fee        | out       |  682 |      3915252
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-07-30 | other      | out       |   50 |     11343508
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-07-30 | refund     | out       |    5 |      1585400
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-07-30 | sale       | in        |  127 |     38302300
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-07-31 | bonus      | in        |  233 |     11652959
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-07-31 | bonus      | out       |    2 |       177976
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-07-31 | commission | in        |    1 |        98925
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-07-31 | commission | out       |  128 |      6608831
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-07-31 | fee        | in        |    6 |        31306
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-07-31 | fee        | out       |  722 |      4797205
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-07-31 | other      | in        |    3 |      1877916
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-07-31 | other      | out       |   64 |     11510374
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-07-31 | refund     | out       |    1 |       659500
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-07-31 | sale       | in        |  128 |     44301500
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-01 | bonus      | in        |  215 |      9112846
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-01 | bonus      | out       |    6 |      1036119
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-01 | commission | in        |    3 |       504600
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-01 | commission | out       |  116 |      4785645
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-01 | fee        | in        |    7 |        65597
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-01 | fee        | out       |  589 |      4094374
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-01 | other      | in        |    1 |         8995
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-01 | other      | out       |    5 |     71971511
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-01 | refund     | out       |    3 |      3364000
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-01 | sale       | in        |  116 |     32102100
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-02 | bonus      | in        |  238 |      9578709
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-02 | commission | out       |  128 |      5103640
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-02 | fee        | in        |    8 |        52101
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-02 | fee        | out       |  645 |      3846053
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-02 | other      | out       |    4 |      1086432
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-02 | sale       | in        |  128 |     34219600
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-03 | bonus      | in        |  286 |     12348543
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-03 | bonus      | out       |    6 |       356713
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-03 | commission | in        |    3 |       204405
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-03 | commission | out       |  161 |      6411195
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-03 | fee        | in        |   10 |        87374
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-03 | fee        | out       |  819 |      5161056
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-03 | other      | out       |    6 |      1816409
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-03 | refund     | out       |    3 |      1362700
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-03 | sale       | in        |  161 |     43247600
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-04 | bonus      | in        |  210 |     11400329
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-04 | bonus      | out       |   10 |       635565
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-04 | commission | in        |    5 |       360405
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-04 | commission | out       |  116 |      6031120
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-04 | fee        | in        |   12 |       111033
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-04 | fee        | out       |  641 |      5031319
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-04 | other      | out       |    6 |     77389126
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-04 | refund     | out       |    5 |      2402700
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-04 | sale       | in        |  116 |     41004800
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-05 | bonus      | in        |  221 |     11543699
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-05 | bonus      | out       |    2 |        73976
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-05 | commission | in        |    1 |        41925
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-05 | commission | out       |  123 |      5920865
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-05 | fee        | in        |    7 |        67360
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-05 | fee        | out       |  628 |      4326807
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-05 | other      | out       |    7 |       424220
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-05 | refund     | out       |    1 |       279500
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-05 | sale       | in        |  123 |     39853600
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-06 | bonus      | in        |  208 |     11056586
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-06 | commission | out       |  111 |      5458510
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-06 | fee        | in        |    5 |        28478
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-06 | fee        | out       |  590 |      5012619
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-06 | other      | out       |    6 |       427298
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-06 | sale       | in        |  111 |     36918000
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-07 | bonus      | in        |  167 |      9332745
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-07 | bonus      | out       |    2 |       156976
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-07 | commission | in        |    1 |        95925
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-07 | commission | out       |   89 |      5252902
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-07 | fee        | in        |    2 |        17921
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-07 | fee        | out       |  463 |      4154823
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-07 | other      | out       |    5 |       347169
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-07 | refund     | out       |    1 |       639500
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-07 | sale       | in        |   89 |     35332300
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-08 | bonus      | in        |  173 |     10004361
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-08 | bonus      | out       |    3 |       203234
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-08 | commission | in        |    2 |       105480
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-08 | commission | out       |   94 |      5388620
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-08 | fee        | in        |    7 |        33979
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-08 | fee        | out       |  508 |      4768319
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-08 | other      | out       |    6 |      1357601
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-08 | refund     | out       |    2 |       703200
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-08 | sale       | in        |   94 |     36293100
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-09 | bonus      | in        |  159 |     11440564
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-09 | bonus      | out       |   14 |       712515
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-09 | commission | in        |    7 |       404475
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-09 | commission | out       |   85 |      6238020
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-09 | fee        | in        |   14 |        85563
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-09 | fee        | out       |  439 |      5051929
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-09 | other      | out       |    6 |      1156445
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-09 | refund     | out       |    7 |      2696500
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-09 | sale       | in        |   85 |     42228500
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-10 | bonus      | in        |  171 |     12168368
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-10 | bonus      | out       |    6 |       374233
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-10 | commission | in        |    3 |       200535
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-10 | commission | out       |   97 |      7125521
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-10 | fee        | in        |    7 |        55377
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-10 | fee        | out       |  488 |      4851965
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-10 | other      | out       |   13 |      1835557
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-10 | refund     | out       |    3 |      1336900
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-10 | sale       | in        |   97 |     46976014
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-11 | bonus      | in        |  180 |     13179878
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-11 | commission | out       |   96 |      6980268
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-11 | fee        | in        |    7 |        57253
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-11 | fee        | out       |  483 |      5581026
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-11 | other      | out       |    5 |       471986
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-11 | sale       | in        |   96 |     47186100
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-12 | bonus      | in        |  137 |     12921841
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-12 | bonus      | out       |   10 |       646812
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-12 | commission | in        |    5 |       383820
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-12 | commission | out       |   77 |      7048535
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-12 | fee        | in        |   14 |       105618
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-12 | fee        | out       |  415 |      5573532
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-12 | other      | out       |    3 |       240226
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-12 | refund     | out       |    5 |      2558800
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-12 | sale       | in        |   77 |     47367300
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-13 | bonus      | in        |  135 |      9765272
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-13 | bonus      | out       |    3 |       116867
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-13 | commission | in        |    2 |       105300
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-13 | commission | out       |   73 |      5402280
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-13 | fee        | in        |    8 |        40619
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-13 | fee        | out       |  393 |      4361518
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-13 | other      | out       |    4 |       395016
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-13 | refund     | out       |    2 |       702000
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-13 | sale       | in        |   73 |     36222800
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-14 | bonus      | in        |  141 |     10961923
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-14 | bonus      | out       |    7 |       702686
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-14 | commission | in        |    4 |       395700
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-14 | commission | out       |   77 |      6274255
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-14 | fee        | in        |    8 |        63426
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-14 | fee        | out       |  431 |      5079554
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-14 | other      | out       |    4 |       680211
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-14 | refund     | out       |    4 |      2638000
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-14 | sale       | in        |   77 |     42029300
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-15 | bonus      | in        |  139 |     10962514
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-15 | bonus      | out       |    1 |        26300
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-15 | commission | in        |    1 |        98925
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-15 | commission | out       |   81 |      6382600
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-15 | fee        | in        |    6 |        43420
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-15 | fee        | out       |  445 |      5331165
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-15 | other      | out       |    5 |       296023
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-15 | refund     | out       |    1 |       659500
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-15 | sale       | in        |   81 |     42954000
