               shop_ref               |     d      |    type    | direction | cnt  | amount_minor 
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-20 | refund     | out       |    3 |      2210500
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-20 | sale       | in        |   78 |     46667600
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-21 | bonus      | in        |  101 |      8865196
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-21 | bonus      | out       |    8 |       651069
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-21 | commission | in        |    4 |       395700
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-21 | commission | out       |   60 |      5749730
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-21 | fee        | in        |    6 |        53919
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-21 | fee        | out       |  337 |      4400258
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-21 | other      | out       |   27 |      3935357
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-21 | refund     | out       |    4 |      2638000
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-21 | sale       | in        |   60 |     38130473
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-22 | bonus      | in        |  126 |     11041123
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-22 | bonus      | out       |    6 |       528676
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-22 | commission | in        |    3 |       296775
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-22 | commission | out       |   70 |      6487435
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-22 | fee        | in        |    6 |        46884
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-22 | fee        | out       |  357 |      4579671
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-22 | other      | out       |   38 |      5801334
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-22 | refund     | out       |    3 |      1978500
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-22 | sale       | in        |   70 |     43908200
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-23 | bonus      | in        |  115 |      8405941
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-23 | bonus      | out       |    1 |       109300
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-23 | commission | in        |    1 |        98925
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-23 | commission | out       |   61 |      4979960
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-23 | fee        | in        |    8 |        62479
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-23 | fee        | out       |  318 |      3832498
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-23 | other      | out       |   40 |      5220081
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-23 | refund     | out       |    1 |       659500
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-23 | sale       | in        |   61 |     33491800
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-24 | bonus      | in        |   99 |      7843972
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-24 | commission | out       |   57 |      4881615
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-24 | fee        | in        |    6 |        42854
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-24 | fee        | out       |  316 |      3536918
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-24 | other      | out       |   38 |      5346436
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-24 | sale       | in        |   57 |     32543800
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-25 | bonus      | in        |   94 |      7716452
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-25 | bonus      | out       |    3 |       335350
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-25 | commission | in        |    2 |       197850
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-25 | commission | out       |   49 |      4698330
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-25 | fee        | in        |    7 |        47569
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-25 | fee        | out       |  287 |      3837915
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-25 | other      | out       |   43 |      8023798
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-25 | refund     | out       |    2 |      1319000
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-25 | sale       | in        |   49 |     31578000
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-26 | bonus      | in        |  128 |      7233568
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-26 | bonus      | out       |    2 |       155700
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-26 | commission | in        |    1 |        98925
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-26 | commission | out       |   69 |      5066789
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-26 | fee        | in        |   10 |        84829
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-26 | fee        | out       |  367 |      4040019
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-26 | other      | out       |   42 |      5533399
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-26 | refund     | out       |    1 |       659500
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-26 | sale       | in        |   69 |     34236900
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-27 | bonus      | in        |  133 |      8413728
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-27 | bonus      | out       |    2 |       141000
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-27 | commission | in        |    1 |        98925
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-27 | commission | out       |   72 |      5339305
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-27 | fee        | in        |    5 |        51982
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-27 | fee        | out       |  395 |      4265441
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-27 | other      | out       |   41 |      6219962
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-27 | refund     | out       |    1 |       659500
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-27 | sale       | in        |   72 |     36351500
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-28 | bonus      | in        |  101 |      6391028
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-28 | bonus      | out       |    4 |       318167
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-28 | commission | in        |    2 |       196695
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-28 | commission | out       |   54 |      4143476
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-28 | fee        | in        |    6 |        42771
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-28 | fee        | out       |  315 |      3496309
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-28 | other      | out       |   42 |      6409950
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-28 | refund     | out       |    2 |      1311300
 e6457d19-c833-4770-989e-7fd8526f87e3 | 2026-08-28 | sale       | in        |   54 |     27778100
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-01 | bonus      | in        |   25 |      4298509
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-01 | commission | out       |   15 |      4040857
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-01 | fee        | out       |   97 |       473967
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-01 | other      | out       |    2 |       653503
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-01 | sale       | in        |   15 |      8372200
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-02 | bonus      | in        |   24 |      4863059
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-02 | commission | out       |   16 |      4508088
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-02 | fee        | out       |   74 |       745380
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-02 | other      | out       |    2 |       474819
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-02 | sale       | in        |   16 |      9768600
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-03 | bonus      | in        |   25 |      3495219
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-03 | commission | out       |   14 |      3273548
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-03 | fee        | in        |    2 |        13200
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-03 | fee        | out       |  129 |       932265
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-03 | other      | out       |    8 |       837470
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-03 | sale       | in        |   14 |      6937400
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-04 | bonus      | in        |   38 |      5530956
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-04 | commission | out       |   23 |      5595079
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-04 | fee        | out       |  134 |       883486
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-04 | other      | out       |    5 |       653798
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-04 | sale       | in        |   23 |     11770800
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-05 | bonus      | in        |   13 |      4214964
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-05 | commission | out       |   10 |      4565187
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-05 | fee        | in        |    3 |         5765
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-05 | fee        | out       |   70 |       603197
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-05 | other      | out       |    6 |      1620733
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-05 | sale       | in        |   10 |      9532100
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-06 | bonus      | in        |   21 |      3573280
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-06 | commission | out       |   12 |      3522658
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-06 | fee        | in        |    1 |         2099
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-06 | fee        | out       |   95 |       670607
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-06 | other      | out       |    7 |       473414
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-06 | sale       | in        |   12 |      7283500
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-07 | bonus      | in        |   24 |      3659221
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-07 | commission | out       |   13 |      3533591
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-07 | fee        | in        |    1 |         1667
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-07 | fee        | out       |  118 |       707130
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-07 | other      | out       |    6 |       548910
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-07 | sale       | in        |   13 |      7537800
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-08 | bonus      | in        |   19 |      2835103
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-08 | bonus      | out       |    4 |       776810
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-08 | commission | in        |    2 |       709030
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-08 | commission | out       |   11 |      2935289
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-08 | fee        | in        |    3 |        21195
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-08 | fee        | out       |   83 |       374187
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-08 | other      | out       |    6 |       417300
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-08 | refund     | out       |    2 |      1447000
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-08 | sale       | in        |   11 |      6208300
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-09 | bonus      | in        |   62 |      9128286
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-09 | bonus      | out       |    2 |       168377
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-09 | commission | in        |    1 |       170460
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-09 | commission | out       |   32 |      9257643
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-09 | fee        | in        |    1 |         3998
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-09 | fee        | out       |  210 |      1111243
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-09 | other      | out       |    8 |       817845
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-09 | refund     | out       |    1 |       378800
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-09 | sale       | in        |   32 |     18982100
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-10 | bonus      | in        |   36 |      6099154
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-10 | commission | out       |   19 |      5883039
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-10 | fee        | out       |  147 |       820924
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-10 | other      | out       |    5 |       839927
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-10 | sale       | in        |   19 |     12058700
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-11 | bonus      | in        |   15 |      1606088
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-11 | commission | out       |    8 |      1532775
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-11 | fee        | out       |   88 |       393435
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-11 | other      | out       |    3 |       485404
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-11 | sale       | in        |    8 |      3284700
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-12 | bonus      | in        |   27 |      3798957
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-12 | bonus      | out       |    2 |       149000
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-12 | commission | in        |    1 |       136612
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-12 | commission | out       |   14 |      3909398
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-12 | fee        | in        |    3 |        12151
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-12 | fee        | out       |  130 |       615911
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-12 | other      | out       |    4 |       703600
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-12 | refund     | out       |    1 |       278800
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-12 | sale       | in        |   14 |      7953400
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-13 | bonus      | in        |   12 |      1290015
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-13 | bonus      | out       |    4 |       303020
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-13 | commission | in        |    2 |       354197
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-13 | commission | out       |    6 |      1386736
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-13 | fee        | in        |    4 |        18127
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-13 | fee        | out       |   39 |       211798
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-13 | other      | out       |    4 |       232473
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-13 | refund     | out       |    2 |       750500
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-13 | sale       | in        |    6 |      2965600
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-14 | bonus      | in        |   28 |      5183143
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-14 | commission | out       |   19 |      5470179
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-14 | fee        | in        |    1 |         8930
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-14 | fee        | out       |  137 |       739020
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-14 | other      | out       |    4 |       255882
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-14 | sale       | in        |   19 |     11368900
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-15 | bonus      | in        |   34 |      5827712
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-15 | commission | out       |   19 |      6187912
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-15 | fee        | in        |    1 |         2335
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-15 | fee        | out       |  120 |       666042
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-15 | other      | out       |    4 |       647204
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-15 | sale       | in        |   19 |     12802000
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-16 | bonus      | in        |   39 |      4284654
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-16 | commission | out       |   20 |      4624131
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-16 | fee        | in        |    2 |        12223
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-16 | fee        | out       |  146 |       645508
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-16 | other      | out       |    8 |       454857
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-16 | sale       | in        |   20 |      9378200
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-17 | bonus      | in        |   28 |      4720676
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-17 | bonus      | out       |    4 |       332146
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-17 | commission | in        |    2 |       366275
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-17 | commission | out       |   15 |      5140623
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-17 | fee        | in        |    2 |         7891
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-17 | fee        | out       |  120 |       624498
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-17 | other      | out       |    4 |       649147
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-17 | refund     | out       |    2 |       747500
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-17 | sale       | in        |   15 |     10258300
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-18 | bonus      | in        |   31 |      4612523
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-18 | commission | out       |   17 |      5168392
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-18 | fee        | out       |  125 |       673823
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-18 | other      | out       |    6 |       705179
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-18 | sale       | in        |   17 |     10412200
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-19 | bonus      | in        |   21 |      2165580
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-19 | bonus      | out       |    2 |       315881
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-19 | commission | in        |    1 |       323155
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-19 | commission | out       |   12 |      2661705
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-19 | fee        | in        |    1 |         6529
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-19 | fee        | out       |   79 |       346824
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-19 | other      | out       |    4 |       483489
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-19 | refund     | out       |    1 |       659500
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-19 | sale       | in        |   12 |      5627900
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-20 | bonus      | in        |   17 |      2426508
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-20 | bonus      | out       |    1 |       244128
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-20 | commission | in        |    1 |       296310
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-20 | commission | out       |    9 |      2575651
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-20 | fee        | in        |    2 |         8394
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-20 | fee        | out       |   86 |       415694
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-20 | other      | in        |    1 |         5810
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-20 | other      | out       |    5 |       532372
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-20 | refund     | out       |    1 |       581000
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-20 | sale       | in        |    9 |      5324700
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-21 | bonus      | in        |   29 |      2365299
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-21 | bonus      | out       |    2 |       585750
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-21 | commission | in        |    1 |       512295
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-21 | commission | out       |   17 |      2901683
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-21 | fee        | in        |    3 |        13689
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-21 | fee        | out       |   97 |       473889
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-21 | other      | out       |    6 |       650292
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-21 | refund     | out       |    1 |      1004500
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-21 | sale       | in        |   17 |      6316300
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-22 | bonus      | in        |   11 |      1781287
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-22 | bonus      | out       |    2 |       629700
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-22 | commission | in        |    1 |       646527
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-22 | commission | out       |    6 |      1945751
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-22 | fee        | in        |    1 |        12122
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-22 | fee        | out       |   65 |       470179
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-22 | other      | in        |    1 |        12677
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-22 | other      | out       |    4 |       587159
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-22 | refund     | out       |    1 |      1267700
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-22 | sale       | in        |    6 |      3962100
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-23 | bonus      | in        |    9 |      1158551
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-23 | commission | out       |    5 |      1246346
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-23 | fee        | out       |   52 |       296516
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-23 | other      | out       |    3 |       427891
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-23 | sale       | in        |    5 |      2607000
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-24 | bonus      | in        |   20 |      2586727
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-24 | bonus      | out       |    2 |       118781
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-24 | commission | in        |    1 |       136890
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-24 | commission | out       |   11 |      3082739
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-24 | fee        | in        |    2 |         8724
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-24 | fee        | out       |   88 |       482107
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-24 | other      | out       |    3 |       560341
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-24 | refund     | out       |    1 |       304200
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-24 | sale       | in        |   11 |      6433700
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-25 | bonus      | in        |   18 |      2782294
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-25 | bonus      | out       |    3 |       445205
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-25 | commission | in        |    2 |       554670
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-25 | commission | out       |   10 |      3187593
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-25 | fee        | in        |    3 |        10433
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-25 | fee        | out       |  103 |       484471
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-25 | other      | out       |    5 |       462377
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-25 | refund     | out       |    2 |      1232600
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-25 | sale       | in        |   10 |      6369500
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-26 | bonus      | in        |   19 |      2637799
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-26 | commission | out       |   11 |      3161932
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-26 | fee        | out       |   91 |       490425
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-26 | other      | out       |    3 |       402638
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-26 | sale       | in        |   11 |      6523600
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-27 | bonus      | in        |   26 |      2784176
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-27 | commission | out       |   15 |      3199910
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-27 | fee        | in        |    1 |         8343
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-27 | fee        | out       |   90 |       428798
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-27 | other      | out       |    4 |       513867
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-27 | sale       | in        |   15 |      6655400
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-28 | bonus      | in        |    5 |       441408
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-28 | commission | out       |    3 |       499809
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-28 | fee        | out       |   30 |       163275
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-28 | other      | out       |    3 |       400832
